縣市,城市編號,城市名,預報時間,氣溫,體感溫,風速,風向,氣壓,濕度,露點溫度,雲量,時雨量,預報信心,藍天指數,喝水指數,能見度,濃霧
臺北市,19,萬華區,2017012413,16.3,14.8,5.9,77,1027,79,12.6,88,0.1,90,0,2,10,1
臺北市,19,萬華區,2017012414,16.4,14.8,5.8,83,1027,77,12.2,86,0.1,95,0,2,11,1
臺北市,19,萬華區,2017012415,16.2,14.7,5.8,84,1027,79,12.6,80,0.2,95,1,2,11,1
臺北市,19,萬華區,2017012416,16.2,15.3,5.8,84,1027,79,12.5,81,0.3,90,1,2,11,1
臺北市,19,萬華區,2017012417,15.7,13.6,4.5,87,1027,81,12.4,84,0,90,1,1,10,1
臺北市,19,萬華區,2017012418,15.3,12.7,3.1,104,1027,85,12.8,86,0.1,95,1,1,10,1
臺北市,19,萬華區,2017012419,15.2,12.8,2.7,107,1028,85,12.7,86,0.1,90,1,1,10,1
臺北市,19,萬華區,2017012420,15.2,11.9,4.7,89,1028,85,12.6,89,0,95,1,1,10,1
臺北市,19,萬華區,2017012421,15.3,12.4,4,90,1028,85,12.8,91,0,90,0,1,10,1
臺北市,19,萬華區,2017012422,15.4,12.7,3.5,95,1028,86,12.9,91,0,90,0,1,10,1
臺北市,19,萬華區,2017012423,15.4,12.3,4.2,91,1028,85,12.9,89,0,90,0,1,10,1
高雄市,241,三民區,2017012300,16.2,14.3,2,153,1024,70,10.7,82,0,90,0,2,12,1
高雄市,241,三民區,2017012301,15.9,14.2,1.4,88,1023,71,10.6,75,0.2,90,1,2,12,1
高雄市,241,三民區,2017012302,15.7,13.7,1.5,90,1023,73,10.9,62,0.2,95,2,2,12,1
高雄市,241,三民區,2017012303,15.8,13.7,1.4,90,1023,74,11.2,53,0,90,3,2,13,1
高雄市,241,三民區,2017012304,16.1,14.7,0.7,152,1023,73,11.2,52,0,95,3,2,13,1
高雄市,241,三民區,2017012305,16.4,15.5,0.3,118,1023,73,11.4,54,0,95,3,2,13,1
高雄市,241,三民區,2017012306,16.6,16,0.2,125,1023,73,11.8,56,0,95,3,2,13,1
高雄市,241,三民區,2017012307,16.4,16.5,0.5,117,1024,80,12.8,64,0,95,2,2,11,1
高雄市,241,三民區,2017012308,18.2,20.5,0.4,149,1024,76,13.8,57,0.2,90,3,4,12,1
高雄市,241,三民區,2017012309,19.8,21.9,1.5,210,1024,74,14.9,64,0,95,2,4,12,1
高雄市,241,三民區,2017012310,19.2,18.8,1.9,230,1024,78,15.2,60,0.2,90,2,3,12,1
高雄市,241,三民區,2017012311,19.8,20.8,1.6,252,1025,75,15.2,53,0.3,90,3,4,12,1
高雄市,241,三民區,2017012312,19.2,19,1.9,272,1024,79,15.4,53,0.4,90,3,3,12,1
高雄市,241,三民區,2017012313,21.7,25.7,2.1,263,1023,68,15.5,55,0.1,95,3,6,13,1
高雄市,241,三民區,2017012314,20.1,20.7,2.3,284,1023,74,15.4,62,0,90,2,4,12,1
高雄市,241,三民區,2017012315,19.9,20.3,2.1,282,1023,74,15,57,0,90,3,4,12,1
高雄市,241,三民區,2017012316,19.7,19.9,1.5,280,1023,73,14.7,65,0,95,2,3,12,1
高雄市,241,三民區,2017012317,19.5,19.7,0.9,289,1023,73,14.5,77,0,95,0,3,12,1
高雄市,241,三民區,2017012318,19.3,18.4,0.6,312,1023,74,14.6,73,0,95,1,2,12,1
高雄市,241,三民區,2017012319,19.1,18.1,0.6,352,1024,76,14.7,67,0,95,2,2,12,1
高雄市,241,三民區,2017012320,19,18.2,0.4,208,1024,76,14.7,62,0,90,2,2,12,1
高雄市,241,三民區,2017012321,18.9,18.2,0.3,177,1024,77,14.8,61,0,90,2,2,12,1
高雄市,241,三民區,2017012322,18.6,17.1,1.1,152,1024,81,15.4,65,0,95,2,2,11,1
高雄市,241,三民區,2017012323,18,16,1.7,152,1024,87,15.9,69,0.1,95,3,2,10,1
高雄市,241,三民區,2017012400,17.8,15.6,1.7,157,1024,86,15.5,65,0,95,3,2,11,1
高雄市,241,三民區,2017012401,17.3,14.9,2.1,155,1024,87,15,66,0,95,3,2,11,1
高雄市,241,三民區,2017012402,16.6,14.7,1.7,151,1024,90,14.9,72,0,90,3,1,10,1
高雄市,241,三民區,2017012403,16.8,14.6,1.8,155,1023,87,14.6,66,0,90,2,1,11,1
高雄市,241,三民區,2017012404,16.8,14.9,1.5,165,1023,86,14.4,65,0,90,2,2,11,1
高雄市,241,三民區,2017012405,16.6,14.8,1.4,16,1023,88,14.6,68,0,85,3,1,10,1
高雄市,241,三民區,2017012406,16.1,14,1.6,154,1024,91,14.7,63,0,85,4,1,10,1
高雄市,241,三民區,2017012407,16.7,15.1,1.9,350,1024,86,14.2,47,0,90,4,2,12,1
高雄市,241,三民區,2017012408,18,18.9,2.2,153,1025,78,14.2,40,0,90,5,3,13,1
高雄市,241,三民區,2017012409,20.1,21.7,2.4,156,1025,69,14.2,32,0,95,5,5,14,1
高雄市,241,三民區,2017012410,21.6,23.7,2.2,351,1025,63,14.1,29,0,90,5,5,15,1
高雄市,241,三民區,2017012411,22.9,26.2,3,345,1025,59,14.4,29,0,90,5,6,16,1
高雄市,241,三民區,2017012412,23.8,27.2,3.2,335,1024,57,14.7,29,0,90,5,6,16,1
高雄市,241,三民區,2017012413,24.1,27.3,3.8,330,1023,59,15.4,43,0,90,4,6,15,1
高雄市,241,三民區,2017012414,23.9,26.5,4.3,324,1023,64,16.5,49,0,95,4,6,14,1
高雄市,241,三民區,2017012415,23.8,25.7,4.4,332,1023,64,16.5,53,0,95,3,5,14,1
高雄市,241,三民區,2017012416,23.2,24.1,4.4,340,1023,66,16.5,65,0,90,2,5,13,1
高雄市,241,三民區,2017012417,22,21.3,4,348,1023,69,16.1,68,0,90,2,4,13,1
高雄市,241,三民區,2017012418,20.2,17.9,2.2,155,1024,77,15.9,75,0,95,2,2,11,1
高雄市,241,三民區,2017012419,19,16.9,2.4,153,1024,81,15.6,84,0,90,1,2,10,1
高雄市,241,三民區,2017012420,18,14.8,2.6,348,1025,85,15.3,49,0,90,5,2,12,1
高雄市,241,三民區,2017012421,17.2,13.8,2.5,152,1025,87,15.1,41,0,95,5,1,12,1
高雄市,241,三民區,2017012422,16.8,13,3,154,1025,88,14.8,35,0,90,5,1,12,1
高雄市,241,三民區,2017012423,16.6,12.4,3.7,354,1025,88,14.5,32,0,95,5,1,12,1
高雄市,242,仁武區,2017012300,15.7,13.4,2.2,345,1024,75,11.2,74,0,90,1,1,12,1
高雄市,242,仁武區,2017012301,15.4,13.3,1.9,339,1023,76,11.2,67,0.1,90,2,1,12,1
高雄市,242,仁武區,2017012302,15.3,13.3,1.5,352,1023,78,11.5,63,0.4,90,2,1,12,1
高雄市,242,仁武區,2017012303,15.6,13.4,1.5,350,1023,79,12,53,0,90,3,1,12,1
高雄市,242,仁武區,2017012304,15.8,14.1,0.8,310,1023,79,12.1,50,0,95,4,2,12,1
高雄市,242,仁武區,2017012305,16,14.8,0.5,305,1023,79,12.2,53,0,95,3,2,12,1
高雄市,242,仁武區,2017012306,16.1,15,0.5,249,1023,78,12.2,56,0,95,3,2,12,1
高雄市,242,仁武區,2017012307,16.1,16.1,0.6,176,1024,79,12.4,58,0,95,3,2,12,1
高雄市,242,仁武區,2017012308,17.3,19.4,0.8,151,1024,75,12.7,51,0.1,90,4,4,13,1
高雄市,242,仁武區,2017012309,19.3,22.5,1,198,1024,73,14.3,58,0,90,3,4,12,1
高雄市,242,仁武區,2017012310,19.9,20,2.1,217,1024,74,15.1,70,0,95,1,3,12,1
高雄市,242,仁武區,2017012311,20,20.2,1.8,230,1024,74,15.1,59,0.3,95,2,4,12,1
高雄市,242,仁武區,2017012312,19.4,19.6,2.4,264,1024,78,15.3,53,0.4,90,3,3,12,1
高雄市,242,仁武區,2017012313,21.4,25.9,2.1,244,1023,69,15.5,54,0.1,90,4,6,13,1
高雄市,242,仁武區,2017012314,20.4,20.9,3,282,1023,73,15.3,73,0,90,1,4,12,1
高雄市,242,仁武區,2017012315,19.9,20.2,2.5,282,1023,73,14.9,58,0,90,2,4,12,1
高雄市,242,仁武區,2017012316,19.7,19.8,1.8,277,1023,73,14.6,68,0,95,1,3,12,1
高雄市,242,仁武區,2017012317,19.4,19.1,1.4,276,1023,73,14.5,74,0,90,1,3,12,1
高雄市,242,仁武區,2017012318,19.2,18.1,0.6,320,1023,74,14.5,64,0,90,2,2,12,1
高雄市,242,仁武區,2017012319,19,18.1,0.5,220,1024,75,14.5,65,0,95,2,2,12,1
高雄市,242,仁武區,2017012320,18.9,17.6,0.6,217,1024,78,14.9,53,0,90,3,2,12,1
高雄市,242,仁武區,2017012321,18.8,17.2,0.8,331,1024,78,14.8,51,0,90,3,2,12,1
高雄市,242,仁武區,2017012322,18.4,15.8,1.9,345,1024,85,15.8,54,0,95,3,2,11,1
高雄市,242,仁武區,2017012323,18,15.4,2.3,345,1024,88,15.9,63,0,95,3,2,11,1
高雄市,242,仁武區,2017012400,17.6,15,2.4,347,1024,88,15.5,64,0,95,3,2,11,1
高雄市,242,仁武區,2017012401,17,14.1,2.5,346,1024,89,15.1,59,0,90,3,1,11,1
高雄市,242,仁武區,2017012402,16.7,14.1,2,341,1024,90,15.1,58,0,85,4,1,11,1
高雄市,242,仁武區,2017012403,16.5,14,2,342,1023,91,14.9,62,0,90,3,1,11,1
高雄市,242,仁武區,2017012404,16.6,14.3,1.7,195,1023,89,14.7,60,0,90,3,1,11,1
高雄市,242,仁武區,2017012405,16.7,14.5,1.5,341,1023,89,14.8,59,0,90,4,1,11,1
高雄市,242,仁武區,2017012406,16.3,14,1.5,337,1024,92,15,56,0,90,5,1,11,1
高雄市,242,仁武區,2017012407,16.6,14.5,2.3,342,1024,87,14.5,41,0,95,5,2,12,1
高雄市,242,仁武區,2017012408,17.1,16.1,2.1,342,1025,85,14.5,38,0,95,5,2,12,1
高雄市,242,仁武區,2017012409,18.9,20.4,2.6,346,1025,76,14.6,32,0,90,5,4,13,1
高雄市,242,仁武區,2017012410,20.7,22.5,2.9,345,1025,68,14.6,30,0,85,5,5,14,1
高雄市,242,仁武區,2017012411,21.8,24.6,3.4,341,1025,63,14.5,29,0,90,5,5,15,1
高雄市,242,仁武區,2017012412,23.2,26.4,3.3,347,1024,59,14.7,26,0,90,5,6,16,1
高雄市,242,仁武區,2017012413,24,27.3,3.3,345,1023,58,15.2,37,0,90,5,6,16,1
高雄市,242,仁武區,2017012414,24.2,27,3.6,349,1023,58,15.4,44,0,95,4,6,15,1
高雄市,242,仁武區,2017012415,24.1,25.9,4.1,330,1023,60,15.9,49,0,95,4,5,15,1
高雄市,242,仁武區,2017012416,23.1,23.7,5.1,351,1023,66,16.4,62,0,90,3,5,13,1
高雄市,242,仁武區,2017012417,21.6,20.5,5,347,1023,71,16.2,68,0,90,2,3,12,1
高雄市,242,仁武區,2017012418,19.8,16.9,3.4,347,1024,80,16.1,80,0,90,1,2,11,1
高雄市,242,仁武區,2017012419,18.6,16.2,3,344,1024,84,15.9,85,0,90,1,2,10,1
高雄市,242,仁武區,2017012420,17.8,13.9,3.2,341,1025,87,15.5,39,0,85,5,1,12,1
高雄市,242,仁武區,2017012421,17.1,13.3,3.1,347,1025,89,15.2,38,0,95,5,1,12,1
高雄市,242,仁武區,2017012422,16.7,12.8,3.1,352,1025,90,15,37,0,90,5,1,12,1
高雄市,242,仁武區,2017012423,16.4,12,4,346,1025,90,14.7,33,0,95,5,1,12,1
高雄市,243,內門區,2017012300,15.1,12.9,1.3,340,1024,78,11.2,49,0,90,4,1,12,1
高雄市,243,內門區,2017012301,15.3,13.9,0.7,202,1023,79,11.7,56,0,95,3,1,12,1
高雄市,243,內門區,2017012302,15.5,13.6,1.2,75,1023,82,12.5,54,0.1,95,3,1,12,1
高雄市,243,內門區,2017012303,15.8,13.9,1.1,63,1023,85,13.3,50,0.1,95,4,1,12,1
高雄市,243,內門區,2017012304,16.3,14.6,0.8,51,1023,88,14.3,47,0,95,4,1,11,1
高雄市,243,內門區,2017012305,16.6,15.4,0.5,136,1023,87,14.4,51,0,95,4,2,11,1
高雄市,243,內門區,2017012306,15.9,13.9,1.1,296,1023,86,13.5,54,0,95,3,1,11,1
高雄市,243,內門區,2017012307,15.8,15.1,0.9,253,1024,87,13.6,61,0,95,3,2,11,1
高雄市,243,內門區,2017012308,16.5,16.6,1.6,185,1024,84,13.7,61,0,90,3,2,11,1
高雄市,243,內門區,2017012309,17.5,19.1,1.9,158,1024,78,13.7,55,0,95,3,4,12,1
高雄市,243,內門區,2017012310,17.7,19.9,1.4,198,1024,78,13.8,51,0.1,90,4,4,12,1
高雄市,243,內門區,2017012311,19.4,21.8,1.5,242,1025,71,14,50,0,95,3,4,13,1
高雄市,243,內門區,2017012312,20,23.2,2,256,1024,70,14.4,62,0,95,2,5,13,1
高雄市,243,內門區,2017012313,19.8,21.1,2.3,262,1024,73,14.8,64,0,90,2,4,12,1
高雄市,243,內門區,2017012314,19.7,21.1,1.9,264,1023,73,14.7,71,0,85,1,4,12,1
高雄市,243,內門區,2017012315,20,22.3,2.1,258,1023,72,14.8,81,0,85,0,4,12,1
高雄市,243,內門區,2017012316,19.4,19.8,2.1,247,1023,74,14.7,82,0,90,0,3,11,1
高雄市,243,內門區,2017012317,19,19.3,1.6,246,1023,75,14.5,84,0,95,0,3,11,1
高雄市,243,內門區,2017012318,18.6,17.2,1.2,273,1023,78,14.6,78,0,90,0,2,11,1
高雄市,243,內門區,2017012319,18.3,17.1,0.9,309,1024,80,14.9,74,0,95,1,2,11,1
高雄市,243,內門區,2017012320,18.1,16.8,1,348,1024,83,15.2,74,0,85,1,2,11,1
高雄市,243,內門區,2017012321,17.9,16,1.6,346,1024,86,15.5,72,0.1,85,1,2,10,1
高雄市,243,內門區,2017012322,17.6,15.3,2.1,344,1024,88,15.6,70,0,85,2,2,10,1
高雄市,243,內門區,2017012323,17.3,15,2,344,1024,89,15.5,68,0,85,3,1,10,1
高雄市,243,內門區,2017012400,17,14.4,2.1,341,1024,90,15.3,60,0,85,3,1,11,1
高雄市,243,內門區,2017012401,16.8,14.4,2,346,1024,91,15.2,65,0,85,3,1,10,1
高雄市,243,內門區,2017012402,16.7,14,2,345,1024,92,15.3,55,0,90,5,1,11,1
高雄市,243,內門區,2017012403,16.3,13.4,2.3,342,1023,92,15,54,0,95,4,1,11,1
高雄市,243,內門區,2017012404,16.4,13.4,2.3,257,1023,91,14.8,51,0,95,4,1,11,1
高雄市,243,內門區,2017012405,16.5,13.6,2.3,4,1023,90,14.9,51,0,95,4,1,11,1
高雄市,243,內門區,2017012406,16.5,13.6,2.2,234,1024,89,14.8,48,0,95,4,1,11,1
高雄市,243,內門區,2017012407,16.4,15.1,2.3,352,1024,89,14.7,49,0,95,5,2,11,1
高雄市,243,內門區,2017012408,17.6,18.2,2.7,351,1025,83,14.7,41,0,90,5,3,12,1
高雄市,243,內門區,2017012409,18.4,18.4,2.9,336,1025,79,14.6,39,0,85,4,3,13,1
高雄市,243,內門區,2017012410,19.5,20.7,3.3,324,1025,73,14.5,37,0,90,4,4,14,1
高雄市,243,內門區,2017012411,20.6,23.2,4.1,320,1025,69,14.6,29,0,90,5,5,14,1
高雄市,243,內門區,2017012412,21.7,24.6,4.3,330,1024,66,15,28,0,90,5,6,15,1
高雄市,243,內門區,2017012413,22.5,25.1,4.4,327,1023,63,15.2,28,0,90,5,6,15,1
高雄市,243,內門區,2017012414,22.7,24.6,4.8,332,1023,64,15.6,25,0,90,5,5,15,1
高雄市,243,內門區,2017012415,22.6,24.1,4.6,334,1023,67,16.1,36,0,95,5,5,14,1
高雄市,243,內門區,2017012416,21.8,21.9,4.9,332,1023,70,16.1,41,0,95,5,4,14,1
高雄市,243,內門區,2017012417,20.4,18.9,4.6,332,1023,75,15.9,45,0,95,4,3,13,1
高雄市,243,內門區,2017012418,18.7,14.8,4.4,335,1024,82,15.5,56,0,95,4,2,12,1
高雄市,243,內門區,2017012419,17.8,14.1,4.2,339,1024,86,15.3,63,0,95,3,1,11,1
高雄市,243,內門區,2017012420,17.1,12.6,4.8,340,1025,88,15,43,0,90,5,1,12,1
高雄市,243,內門區,2017012421,16.7,12.1,4.6,343,1024,89,14.9,35,0,90,5,1,12,1
高雄市,243,內門區,2017012422,16.4,12.2,3.9,350,1025,90,14.7,40,0,90,5,1,12,1
高雄市,243,內門區,2017012423,16.1,11.7,4.1,342,1025,91,14.6,37,0,90,5,1,12,1
高雄市,244,六龜區,2017012300,15,13,1.1,134,1024,84,12.2,53,0,95,3,1,12,1
高雄市,244,六龜區,2017012301,15.3,13.4,1.2,128,1023,82,12.2,56,0,95,3,1,12,1
高雄市,244,六龜區,2017012302,15.4,13.8,0.9,142,1023,81,12,55,0,90,3,1,12,1
高雄市,244,六龜區,2017012303,15.4,13.7,0.9,34,1023,81,12.1,51,0.1,95,3,1,12,1
高雄市,244,六龜區,2017012304,15.7,13.6,1.2,30,1023,85,13.1,48,0,95,3,1,12,1
高雄市,244,六龜區,2017012305,16,14.3,0.8,206,1023,87,13.8,50,0,95,3,1,11,1
高雄市,244,六龜區,2017012306,16.3,15.5,0.3,149,1023,82,13.1,51,0,95,3,2,12,1
高雄市,244,六龜區,2017012307,16.1,15.1,0.9,190,1024,79,12.4,50,0,95,3,2,12,1
高雄市,244,六龜區,2017012308,16.2,17.4,2,186,1024,81,12.9,55,0,90,3,3,12,1
高雄市,244,六龜區,2017012309,16.4,17.2,1.5,200,1024,81,13,53,0,95,3,3,12,1
高雄市,244,六龜區,2017012310,16.7,18.1,2.3,220,1025,82,13.6,61,0,95,2,3,11,1
高雄市,244,六龜區,2017012311,18.5,22.4,2.5,218,1025,76,14.1,64,0,95,2,5,12,1
高雄市,244,六龜區,2017012312,18.3,19.6,2.6,223,1024,78,14.4,74,0,90,0,3,11,1
高雄市,244,六龜區,2017012313,18.7,21.3,2.3,232,1024,77,14.6,75,0,90,0,4,11,1
高雄市,244,六龜區,2017012314,18,19.1,2.1,230,1024,81,14.6,83,0,90,0,3,10,1
高雄市,244,六龜區,2017012315,18.1,20.1,1.8,242,1024,81,14.7,89,0.1,90,0,3,10,1
高雄市,244,六龜區,2017012316,17.8,18.6,1.7,255,1024,82,14.7,90,0,90,0,3,10,1
高雄市,244,六龜區,2017012317,17.3,17.1,1.5,256,1024,85,14.7,91,0,90,0,2,10,1
高雄市,244,六龜區,2017012318,16.8,15.9,0.9,271,1024,87,14.5,91,0,95,0,2,10,1
高雄市,244,六龜區,2017012319,16.5,15.4,0.9,269,1024,89,14.6,84,0,90,1,1,10,1
高雄市,244,六龜區,2017012320,16.1,15.2,0.7,295,1024,92,14.7,84,0,85,1,1,10,1
高雄市,244,六龜區,2017012321,15.8,15,0.6,287,1024,94,14.8,81,0,85,2,1,10,1
高雄市,244,六龜區,2017012322,15.5,14.5,0.7,328,1024,96,14.8,82,0,90,2,1,9,1
高雄市,244,六龜區,2017012323,15.7,14.2,1.1,130,1024,92,14.4,73,0,85,2,1,10,1
高雄市,244,六龜區,2017012400,15.4,13.8,1.1,140,1024,95,14.5,76,0,85,3,1,10,1
高雄市,244,六龜區,2017012401,15.2,13.4,1.3,11,1024,95,14.3,75,0,85,2,1,10,1
高雄市,244,六龜區,2017012402,15.2,13.1,1.5,50,1024,94,14.2,68,0,90,3,1,10,1
高雄市,244,六龜區,2017012403,15.6,13.3,1.8,281,1024,91,14.1,66,0,90,2,1,10,1
高雄市,244,六龜區,2017012404,15.4,13.3,1.6,355,1024,91,14,67,0,90,3,1,10,1
高雄市,244,六龜區,2017012405,14.9,12.7,1.7,10,1023,93,13.8,68,0,90,3,1,10,1
高雄市,244,六龜區,2017012406,14.9,12.7,1.5,10,1024,92,13.6,62,0,90,4,1,10,1
高雄市,244,六龜區,2017012407,15,14.4,1.6,7,1024,91,13.5,57,0,90,4,2,11,1
高雄市,244,六龜區,2017012408,17,18.5,1.8,5,1025,79,13.2,44,0,90,5,3,12,1
高雄市,244,六龜區,2017012409,18.7,21,1.9,320,1025,72,13.6,43,0,85,4,4,13,1
高雄市,244,六龜區,2017012410,19.7,22.4,2.4,300,1025,71,14.2,39,0,85,4,5,14,1
高雄市,244,六龜區,2017012411,20.5,23.7,3.2,298,1025,70,14.7,34,0,85,5,5,14,1
高雄市,244,六龜區,2017012412,21.1,24.6,3.6,299,1024,69,15.1,48,0,85,4,5,13,1
高雄市,244,六龜區,2017012413,21.4,25,3.6,300,1024,68,15.2,56,0,90,3,6,13,1
高雄市,244,六龜區,2017012414,21.5,24.7,3.8,302,1023,67,15.2,65,0,95,2,5,13,1
高雄市,244,六龜區,2017012415,21.3,23.9,3.6,304,1023,68,15.1,69,0,90,1,5,13,1
高雄市,244,六龜區,2017012416,20.6,22,3.8,300,1023,73,15.5,73,0,90,1,4,12,1
高雄市,244,六龜區,2017012417,19.4,19,3.2,296,1023,78,15.4,71,0,95,2,3,11,1
高雄市,244,六龜區,2017012418,17.9,16.4,1.2,271,1024,84,15.2,76,0,85,1,2,10,1
高雄市,244,六龜區,2017012419,17.4,16.5,0.6,302,1025,88,15.3,75,0,85,1,2,10,1
高雄市,244,六龜區,2017012420,17.1,15.2,1,243,1025,92,15.7,60,0,95,4,2,11,1
高雄市,244,六龜區,2017012421,16.9,15.3,0.8,35,1025,90,15.3,55,0,90,4,2,11,1
高雄市,244,六龜區,2017012422,17,14.9,0.8,89,1025,87,14.7,41,0,90,5,2,12,1
高雄市,244,六龜區,2017012423,16.8,14.2,0.9,19,1025,84,14.1,23,0,95,5,2,13,1
高雄市,245,前金區,2017012300,16.6,14.6,2.2,94,1024,69,10.7,85,0,85,0,2,12,1
高雄市,245,前金區,2017012301,16.1,14.3,1.7,30,1023,70,10.6,77,0.2,90,1,2,12,1
高雄市,245,前金區,2017012302,16,13.9,1.7,28,1023,72,11,61,0.2,95,2,2,12,1
高雄市,245,前金區,2017012303,16.1,13.9,1.6,27,1023,73,11.3,53,0,90,3,2,13,1
高雄市,245,前金區,2017012304,16.4,14.8,0.9,99,1023,73,11.4,52,0,95,3,2,13,1
高雄市,245,前金區,2017012305,16.6,15.6,0.5,74,1023,73,11.7,55,0,95,3,2,13,1
高雄市,245,前金區,2017012306,17,16.4,0.2,103,1023,74,12.2,58,0,95,3,2,12,1
高雄市,245,前金區,2017012307,16.8,16.8,0.5,113,1024,83,13.8,66,0,95,2,2,11,1
高雄市,245,前金區,2017012308,18.4,20.4,0.6,165,1024,77,14.3,59,0.2,90,3,4,12,1
高雄市,245,前金區,2017012309,19.6,20.8,1.8,210,1024,76,15.2,64,0.1,90,2,4,12,1
高雄市,245,前金區,2017012310,19.1,18.8,1.8,228,1024,79,15.3,58,0.3,90,3,3,12,1
高雄市,245,前金區,2017012311,19.8,21.5,1.6,257,1025,76,15.3,54,0.3,90,3,4,12,1
高雄市,245,前金區,2017012312,19.2,19.3,2.1,280,1024,80,15.6,53,0.3,90,3,3,12,1
高雄市,245,前金區,2017012313,21.2,24.7,2.2,265,1024,71,15.6,55,0.1,95,3,5,13,1
高雄市,245,前金區,2017012314,20.1,20.9,2.2,285,1023,75,15.5,62,0,90,2,4,12,1
高雄市,245,前金區,2017012315,19.9,20.4,2.3,286,1023,75,15.2,57,0,85,2,4,12,1
高雄市,245,前金區,2017012316,19.7,19.9,1.7,284,1023,74,14.9,66,0,90,2,3,12,1
高雄市,245,前金區,2017012317,19.6,19.7,1,296,1023,73,14.7,78,0,95,0,3,11,1
高雄市,245,前金區,2017012318,19.4,18.4,0.8,314,1023,75,14.8,75,0,95,1,2,11,1
高雄市,245,前金區,2017012319,19.3,17.9,1,350,1024,76,14.9,67,0,95,2,2,12,1
高雄市,245,前金區,2017012320,19.2,18.3,0.6,245,1024,76,14.9,65,0,90,2,2,12,1
高雄市,245,前金區,2017012321,19.1,18.3,0.4,181,1024,77,15,64,0,90,2,2,12,1
高雄市,245,前金區,2017012322,18.9,17.5,1,159,1024,80,15.4,68,0,95,2,2,11,1
高雄市,245,前金區,2017012323,18.2,16.1,1.8,165,1024,87,16,70,0.1,95,3,2,10,1
高雄市,245,前金區,2017012400,18.1,15.9,2,118,1024,86,15.6,69,0,95,2,2,11,1
高雄市,245,前金區,2017012401,17.5,15.1,2.3,93,1024,87,15.2,72,0,95,3,2,10,1
高雄市,245,前金區,2017012402,16.9,14.9,1.9,115,1024,88,15,77,0,90,2,1,10,1
高雄市,245,前金區,2017012403,17.1,14.8,2,94,1023,86,14.7,70,0,90,2,1,11,1
高雄市,245,前金區,2017012404,17.1,14.9,1.9,102,1023,85,14.5,64,0,90,2,2,11,1
高雄市,245,前金區,2017012405,16.7,14.7,1.7,18,1023,89,14.8,67,0,85,3,1,10,1
高雄市,245,前金區,2017012406,16.4,13.9,2,95,1024,90,14.7,61,0,85,4,1,11,1
高雄市,245,前金區,2017012407,17,15.2,2.3,354,1024,85,14.4,47,0,90,4,2,12,1
高雄市,245,前金區,2017012408,18.3,19.2,2.5,165,1025,77,14.3,40,0,90,5,4,13,1
高雄市,245,前金區,2017012409,20.1,21.2,2.5,92,1025,69,14.2,33,0,95,5,4,14,1
高雄市,245,前金區,2017012410,21.6,23.9,2.2,347,1025,63,14.2,29,0,90,5,5,15,1
高雄市,245,前金區,2017012411,22.8,26,3.2,339,1025,59,14.5,30,0,95,5,6,16,1
高雄市,245,前金區,2017012412,23.5,26.8,3.5,329,1024,58,14.8,32,0,90,5,6,16,1
高雄市,245,前金區,2017012413,23.7,26.8,4.2,326,1023,60,15.5,45,0,85,4,6,15,1
高雄市,245,前金區,2017012414,23.5,25.9,4.9,324,1023,65,16.6,51,0,90,4,6,14,1
高雄市,245,前金區,2017012415,23.4,25,5.1,328,1023,66,16.6,54,0,95,3,5,14,1
高雄市,245,前金區,2017012416,23,23.7,5,336,1023,67,16.5,68,0,90,2,5,13,1
高雄市,245,前金區,2017012417,22,21.1,4.4,346,1023,70,16.2,68,0,90,2,4,13,1
高雄市,245,前金區,2017012418,20.4,17.9,2.6,92,1024,76,15.9,73,0,95,2,2,11,1
高雄市,245,前金區,2017012419,19.2,16.8,2.8,92,1024,80,15.7,83,0,90,1,2,10,1
高雄市,245,前金區,2017012420,18.2,14.7,3.2,352,1024,84,15.4,49,0,90,5,2,12,1
高雄市,245,前金區,2017012421,17.5,13.9,3,91,1025,86,15.1,43,0,95,5,1,12,1
高雄市,245,前金區,2017012422,17,13,3.5,115,1025,87,14.8,35,0,90,5,1,12,1
高雄市,245,前金區,2017012423,16.9,12.5,4.2,306,1025,86,14.6,31,0,90,5,1,12,1
高雄市,246,前鎮區,2017012300,17.1,15.3,2.1,24,1024,67,10.9,85,0,85,0,2,12,1
高雄市,246,前鎮區,2017012301,16.6,14.4,2.2,30,1023,69,10.9,70,0.2,90,1,2,12,1
高雄市,246,前鎮區,2017012302,16.6,14.1,2,20,1023,70,11.1,57,0,95,3,2,13,1
高雄市,246,前鎮區,2017012303,16.6,14.1,1.9,22,1023,72,11.4,52,0,90,3,2,13,1
高雄市,246,前鎮區,2017012304,16.9,15,1.1,26,1023,72,11.8,49,0,90,3,2,13,1
高雄市,246,前鎮區,2017012305,17.2,15.9,0.6,71,1023,72,12.2,54,0,95,3,2,13,1
高雄市,246,前鎮區,2017012306,17.7,16.9,0.4,127,1023,74,13,63,0,95,2,2,12,1
高雄市,246,前鎮區,2017012307,17.8,17.6,0.6,137,1024,79,14.1,62,0.3,95,2,2,12,1
高雄市,246,前鎮區,2017012308,18.3,18.3,0.9,178,1024,82,15.1,64,0.5,90,2,3,11,1
高雄市,246,前鎮區,2017012309,19,18.2,2.1,225,1024,81,15.7,63,0.4,90,2,3,11,1
高雄市,246,前鎮區,2017012310,19.3,19.8,2.1,245,1024,79,15.6,56,0.5,90,3,3,12,1
